cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE"
Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",288674,G,279802,G,211870,G,207000,G,243733,G,203305,G,500225,G,180502,G,476770,G,216405,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",800,G,491,J,2942,G,4481,G,439,G,1091,G,943,G,2668,H,39,J,601,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",313,G,64,H,337,J,210,G,422,H,76,J,37,J,269,G,0,N,140,G
Business,"Paid employees for pay period including March 12",Utilities,934,J,438,J,511,G,463,H,1911,H,532,H,149,J,2637,J,1778,J,331,G
Business,"Paid employees for pay period including March 12",Construction,29392,G,23598,G,20717,G,15199,G,15007,G,11953,G,22197,G,19437,G,27338,G,20144,G
Business,"Paid employees for pay period including March 12",Manufacturing,27578,G,61179,H,26272,G,25760,G,21789,G,9698,G,17807,G,16171,G,44957,H,14183,G
Business,"Paid employees for pay period including March 12","Wholesale trade",14003,G,8988,G,8911,G,12576,G,12621,G,4777,G,17696,G,12968,G,31472,G,10559,G
Business,"Paid employees for pay period including March 12","Retail trade",24996,G,43001,G,28977,G,30709,G,33548,G,34022,G,41635,G,26094,G,44923,G,35044,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",5656,G,5953,G,6095,G,8898,G,7005,G,2853,G,16927,G,5624,G,31816,G,11383,G
Business,"Paid employees for pay period including March 12",Information,52488,H,6011,G,4200,H,2652,G,5355,H,2525,H,35797,G,4160,H,28822,G,3954,H
Business,"Paid employees for pay period including March 12","Finance and insurance",6534,G,10227,H,7401,G,4868,G,12497,G,7186,G,27606,G,3519,H,16802,G,8439,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4087,G,4590,G,3479,G,2923,G,4351,G,3630,G,12436,G,2822,G,9776,G,4046,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",27704,G,12913,G,10584,G,12235,H,10622,G,11229,G,62346,G,6762,G,32115,G,8857,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2688,H,1525,H,6739,H,906,G,3326,G,4688,G,50486,H,4591,H,30581,H,3277,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",15073,G,11831,G,11808,G,15513,H,11449,G,11989,G,20772,G,7804,H,31399,G,9754,G
Business,"Paid employees for pay period including March 12","Educational services",6440,G,2305,G,2277,G,2210,G,9734,G,4127,H,11768,G,2145,H,8947,G,5178,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",27831,G,39217,G,34628,G,34835,G,52424,G,48792,G,67826,G,23541,G,68054,G,39320,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",6525,G,4105,G,4955,H,4317,H,4299,G,4831,G,14171,G,9209,G,7852,G,6550,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",25362,G,31382,G,22351,G,20790,G,26187,G,27779,G,58459,G,21949,G,38473,G,23877,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",10251,G,11970,G,8651,G,7413,G,10727,G,11478,G,21119,G,8109,G,21576,G,10760,G
Business,"Paid employees for pay period including March 12","Industries not classified",19,J,14,J,35,H,42,J,20,J,49,H,48,H,23,G,38,H,8,J
Business,"Annual payroll ($1,000)","Total for all sectors",27609889,G,15268552,G,10590529,G,9644215,G,11108795,G,9409415,G,42634589,G,9351980,G,34520210,G,9963465,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",52582,H,30948,H,162643,G,187939,G,21028,G,65663,G,111989,G,113218,G,3683,H,35979,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",21774,G,3973,H,26596,J,11754,H,35677,H,4327,H,2594,J,17468,G,0,N,9626,G
Business,"Annual payroll ($1,000)",Utilities,100860,J,42433,J,52067,H,41145,H,211588,H,47453,H,14215,J,292943,J,215250,J,31459,G
Business,"Annual payroll ($1,000)",Construction,2028331,G,1632309,G,1382755,G,936445,G,901469,G,691284,G,1833857,G,1218769,G,2207652,G,1364813,G
Business,"Annual payroll ($1,000)",Manufacturing,2047087,G,5052944,H,1593017,G,1328029,G,1213443,G,507453,G,1114406,G,1071515,H,3600778,H,789462,G
Business,"Annual payroll ($1,000)","Wholesale trade",1292322,H,534721,G,626374,H,710976,G,700360,G,265202,G,1417398,G,852923,G,2390446,G,625627,G
Business,"Annual payroll ($1,000)","Retail trade",859215,G,1381498,G,915375,G,902781,G,1034698,G,1081098,G,1720543,G,825323,G,1544523,G,1208386,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",266409,G,325636,H,313915,G,405087,G,331354,G,133254,G,1670974,G,304095,G,1795859,G,542920,G
Business,"Annual payroll ($1,000)",Information,13343848,H,340964,G,250617,H,121468,G,330878,H,138826,G,5607848,G,535935,H,5544535,H,201116,H
Business,"Annual payroll ($1,000)","Finance and insurance",603539,G,828956,H,673559,G,311442,G,831791,G,537115,G,2922074,G,233492,G,1715494,H,551605,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",250770,G,213050,G,153950,G,103360,G,169656,G,160442,G,871787,G,138365,G,637316,G,182063,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",2935582,G,854699,G,661787,G,956287,H,681993,G,753482,G,6912658,G,419236,G,3044324,G,521467,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",247749,G,111548,G,614200,H,75818,G,245506,H,297872,G,8842289,H,669522,J,3142286,H,138063,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",740329,G,540431,G,424193,G,970528,H,375458,G,539736,G,1109228,G,342097,G,1966618,H,349928,G
Business,"Annual payroll ($1,000)","Educational services",182186,G,57120,G,56412,G,71269,G,260759,G,116268,H,431623,G,49210,H,326193,G,134572,H
Business,"Annual payroll ($1,000)","Health care and social assistance",1518959,G,2048067,H,1817690,G,1790162,G,2836033,G,2975890,G,4524938,G,1242268,G,4083649,G,2187199,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",140079,G,88358,G,136282,H,101649,G,84134,G,107340,G,640833,H,270799,G,439751,H,182601,G
Business,"Annual payroll ($1,000)","Accommodation and food services",642979,G,770812,G,464564,G,410693,G,533455,G,634715,G,1761925,G,486048,G,1020156,G,519605,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",333412,G,409038,G,263411,G,205864,G,308386,G,350627,G,1121087,G,267585,G,839856,G,386468,G
Business,"Annual payroll ($1,000)","Industries not classified",1877,H,1047,G,1122,G,1519,G,1129,G,1368,G,2323,H,1169,G,1336,G,506,G
Business,"Total Establishments","Total for all sectors",20042,X,20603,X,17047,X,14885,X,17651,X,17796,X,29468,X,16373,X,23708,X,15585,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",183,X,164,X,243,X,167,X,117,X,208,X,134,X,115,X,21,X,79,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",27,X,14,X,31,X,15,X,26,X,13,X,6,X,20,X,0,X,10,X
Business,"Total Establishments",Utilities,32,X,39,X,31,X,41,X,54,X,36,X,9,X,31,X,11,X,28,X
Business,"Total Establishments",Construction,3227,X,3119,X,2566,X,2035,X,2170,X,2325,X,1946,X,2933,X,2125,X,2200,X
Business,"Total Establishments",Manufacturing,855,X,902,X,774,X,586,X,765,X,550,X,790,X,525,X,799,X,442,X
Business,"Total Establishments","Wholesale trade",1056,X,802,X,752,X,749,X,886,X,522,X,1146,X,792,X,1544,X,633,X
Business,"Total Establishments","Retail trade",1691,X,2737,X,1852,X,2078,X,2167,X,2302,X,2687,X,1785,X,2312,X,1924,X
Business,"Total Establishments","Transportation and warehousing",469,X,472,X,664,X,683,X,469,X,376,X,435,X,589,X,971,X,583,X
Business,"Total Establishments",Information,480,X,308,X,311,X,227,X,349,X,285,X,1003,X,245,X,500,X,212,X
Business,"Total Establishments","Finance and insurance",911,X,1001,X,911,X,698,X,1125,X,910,X,1488,X,662,X,1337,X,789,X
Business,"Total Establishments","Real estate and rental and leasing",1273,X,1210,X,959,X,858,X,941,X,1096,X,2224,X,979,X,1716,X,992,X
Business,"Total Establishments","Professional, scientific, and technical services",2711,X,1971,X,1653,X,1120,X,1674,X,1826,X,5563,X,1615,X,2862,X,1355,X
Business,"Total Establishments","Management of companies and enterprises",82,X,77,X,96,X,44,X,99,X,70,X,260,X,66,X,249,X,66,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1230,X,1041,X,894,X,691,X,908,X,988,X,1292,X,925,X,1236,X,837,X
Business,"Total Establishments","Educational services",385,X,280,X,193,X,151,X,217,X,243,X,586,X,268,X,506,X,174,X
Business,"Total Establishments","Health care and social assistance",1836,X,2252,X,1844,X,1661,X,2147,X,2138,X,3256,X,1591,X,3007,X,1968,X
Business,"Total Establishments","Arts, entertainment, and recreation",300,X,341,X,216,X,242,X,268,X,309,X,644,X,319,X,316,X,210,X
Business,"Total Establishments","Accommodation and food services",1570,X,1950,X,1456,X,1428,X,1597,X,1776,X,3274,X,1443,X,2117,X,1423,X
Business,"Total Establishments","Other services (except public administration)",1688,X,1899,X,1559,X,1360,X,1638,X,1783,X,2662,X,1439,X,2033,X,1635,X
Business,"Total Establishments","Industries not classified",36,X,24,X,42,X,51,X,34,X,40,X,63,X,31,X,44,X,25,X

"Source: 2018 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. Beginning with reference year 2017, a cell is only published if it contains three or more establishments.  In all other cases, the cell is not included in the release (i.e., it is dropped from publication).  In prior years, employment and payroll values for cells with fewer than three establishments would have been suppressed; however, the number of establishments would have been published."
"5. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
